id,id_questao_origem,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,ha_imagem,comentario,simulado_numero
223,[204107],Produtos e Investimentos,"O prazo máximo de emissão de uma nota promissória, sem considerar as suas exceções, é de:",Pode ser emitida sem prazo máximo.,30 dias para S.A Fechadas e 180 dias para S.A Abertas.,180 dias para S.A Fechadas e 360 dias para S.A Abertas.,360 dias para S.A Fechadas e 360 dias para S.A Abertas.,C,NAO,,4
224,[303125],Produtos e Investimentos,"Uma LTN com vencimento em 122 dias úteis (177 corridos), está sendo negociada atualmente por R$ 943,29 no mercado ﬁnanceiro. Desta forma, podemos aﬁrmar que, o retorno anualizado deste título, é de:","6,01% a.a.","9,86% a.a.","9,93% a.a.","12,82% a.a.",D,NAO,,4
225,[207228],Produtos e Investimentos,"Em uma carteira de investimentos, o que mais impacta negativamente:",Elevação do rating de uma instituição ﬁnanceira que o CDB pós-ﬁxado faz parte da sua carteira.,Diminuição das taxas de juros negociadas das debêntures com remuneração pós-ﬁxada de uma empresa que faz parte da sua carteira.,Diminuição do deságio das negociações das LTN.,Aumentos das taxas de juros negociadas das debêntures com remuneração pós- ﬁxada de uma empresa que faz parte da sua carteira,D,NAO,,4
226,[302350],"Análise, Planejamento e Gestão","Uma certa companhia está analisando se deve investir em um novo projeto que possui um retorno estimado de 25% ao ano e, para isso, eles buscam a sua opinião, um consultor de investimentos. Você solicitou algumas informações, como balanço e DRE do último exercício contábil, que apresentaram os seguintes dados: ● Patrimônio Líquido: R$ 20.000.000,00 ● Dívidas: R$ 90.000.000,00 ● Faturamento: R$ 30.000.000,00 ● Juros: 11% ao ano ● Margem Líquida: 18% ao ano Considerando o WACC (Custo Médio Ponderado de Capital) da companhia como a TMA do projeto, sabendo que o IRPJ é de 35% e que todo o lucro líquido será distribuído na forma de dividendos aos acionistas, você diz ao seu cliente que:","Não deve fazer, pois seu WACC é de 10,76%","Deve fazer, pois seu WACC é de 10,76%","Deve fazer, pois seu WACC é de 13,91%","Não deve fazer, pois o retorno do projeto é inferior ao do capital próprio (ROE). 57",D,NAO,,4
227,[104217-A],Produtos e Investimentos,"Ne mês de agosto de 2021, uma empresa fez uma oferta pública para aquisição de ações ordinárias de uma empresa brasileira que possuía ações ordinárias e preferenciais negociadas na Bolsa de Valores. As ações ordinárias se valorizaram e as ações preferenciais se desvalorizaram, após o anúncio da oferta pública, conforme o gráﬁco abaixo",free ﬂoat,green shoe,tag along,drag along,B,SIM,,4
228,[303214],Mercado Financeiro e Economia,"Para as empresas estarem no Índice de Governança Corporativo da B3, precisa estar listadas em:","Novo Mercado, Bovespa Mais ou Tradicional.","Nível 2, Bovespa Mais ou Tradicional.","Nível 1, Nível 2 ou Novo Mercado.","Small Caps, S&P500 ou Índice BOVESPA.",C,NAO,,4
229,[204382],Produtos e Investimentos,Os contratos futuro de ações da B3:,não exigem depósito de margem de garantia.,têm risco de contraparte.,são padronizados.,não possibilitam a alavancagem de resultados.,C,NAO,,4
230,[204391],Mercado Financeiro e Economia,"No mercado de derivativos, um Swap é",uma operação ﬁnanceira tradicional onde a diferença entre o preço contratado de um ativo é o preço futuro descontado a uma Taxa de juros.,um instrumento ﬁnanceiro que confere ao seu titular o direito de comprar ou vender um ativo objeto.,"uma operação que permite a duas contrapartes trocarem seus ﬂuxos ﬁnanceiros, em uma data futura, conforme critérios pré estabelecidos.","uma operação de compra e venda de um ativo realizada no mesmo pregão, para o mesmo cliente, pela mesma sociedade corretora. 58",C,NAO,,4
231,[303333],Mercado Financeiro e Economia,"Analisando o cenário mundial, um investidor acredita que o mercado ﬁnanceiro poderá entrar num ciclo de alta volatilidade, pois o mercado está há muito tempo lateralizado. Desta forma, o investidor conversa com seu consultor de investimentos e lhe pergunta qual a melhor estratégia para poder apostar tanto em um cenário de valorização, quanto em um cenário de desvalorização do mercado ﬁnanceiro. Se você fosse esse consultor, recomendar-lhe-ia a operação:",Long Strangle,Short Strangle,Compra de Put,Compra de Call,C,NAO,,4
232,[204148],Produtos e Investimentos,"O distribuidor de um Certiﬁcado de Operações Estruturadas (COE) deve entregar o Documento de Informações Essenciais (DIE) aos investidores qualiﬁcados que estejam avaliando a alocação nesse produto. Por ser normativo, o DIE, além de ser escrito em linguagem concisa e adequada a sua natureza e complexidade, deve I – conter elementos consistentes e que não induzam o investidor ao erro. II – ser útil à avaliação de investimento no COE. III – diminuir a relevância da formatação, estrutura e disposição. Está correto o que se aﬁrma em","I, II e III.","II e III, apenas.","I e III, apenas.","I e II, apenas.",A,NAO,,4
233,[303113],Produtos e Investimentos,Um investidor deseja realizar uma aplicação de R$ 100 mil. Entre os produtos disponíveis existe um COE relacionado a variação do S&P. Esse produto oferece ao investidor 3 opções de retorno de acordo com os seguintes cenários.,"R$ 113.973,00.","R$ 110.000,00.","R$ 108.428,57.","R$ 100.000,00. 59",D,SIM,,4
234,[104438],Produtos e Investimentos,"Um investidor pessoa física realizou uma aplicação diretamente em títulos públicos federais através do site do Tesouro Direto. Desta forma, o responsável pelo recolhimento do imposto de renda será o:",Agente de Custódia.,Próprio investidor.,Tesouro Direto.,Investimentos pelo Tesouro Direto por pessoa física são isentos de imposto de renda.,C,NAO,,4
235,[204406],Produtos e Investimentos,"Um investidor qualiﬁcado pessoa física, quer investir em um produto de renda ﬁxa que não tenha imposto de renda. Desta forma, ele deve aplicar em:",FIDC,FIP,CRI,LF,A,NAO,,4
236,[303426],Mercado Financeiro e Economia,"Uma pessoa fez uma operação de swap e também comprou uma NDF (mercado a termo). Para as duas operações, essa pessoa teve um resultado de R$ 120.000 (sendo R$ 60.000 de cada operação). Se o prazo da operação foi de 160 dias, o valor total de IR que o investidor irá pagar será de:","R$ 18.000,00","R$ 22.500,00","R$ 23.500,00","R$ 27.500,00",C,NAO,,4
237,[105142],Sistema Financeiro e Regulação,"São atribuições do Gestor de Recursos, exceto:",realizar ordens de compra e venda de ativos ﬁnanceiros.,"negociar, alocar e ratear as ordens dos veículos de investimento, quando aplicável.",elaboração de todos os documentos relacionados aos fundos.,"enquadrar os limites de investimento da carteira dos veículos de investimento, conforme determinado nos documentos e na Regulação.",B,NAO,,4
238,[105160],Produtos e Investimentos,"Sobre fundos de investimento, é correto aﬁrmar que:",classe aberta é aquela que é aberta a qualquer investidor.,classe aberta não permite resgate ou aporte a qualquer momento.,classe fechada permite resgate de acordo com os prazos deﬁnidos no regulamento.,classe fechada não admite o resgate de cotas. 60,C,NAO,,4
239,[105333],Sistema Financeiro e Regulação,"Um fundo de investimento em ações é uma comunhão de recursos, constituída sob a forma de condomínio especial, que aplica os recursos em: I – Ações, debêntures e bônus de subscrição, cuja emissão ou negociação tenha sido objeto de registro ou de autorização pela CVM. II – Certiﬁcados ou recibos de depósitos emitidos no exterior com lastro em valores mobiliários de emissão de companhia aberta brasileira. III – Títulos da dívida pública federal. Está correto o que se aﬁrma em:","I e II, apenas.","I e III, apenas.","II e III, apenas.",I e II e III.,D,NAO,,4
240,[105344],Sistema Financeiro e Regulação,"Segundo a Regulação da Comissão de Valores Mobiliários (CVM), um gestor de carteira NÃO poderá aplicar recursos em ativos ﬁnanceiros negociados no exterior, caso o fundo de investimentos ﬁnanceiros seja tipiﬁcado como:",Cambial.,Multimercado.,Ações.,Renda Fixa Simples.,D,NAO,,4
241,[107146],Produtos e Investimentos,"Um Fundo de Investimentos Renda Fixa poderá apresentar rentabilidade negativa em determinado dia, caso possua em sua carteira, títulos:","pós-ﬁxados, de médio e longo prazos, e ocorrer queda nas taxas de juros.","preﬁxados, de médio e longo prazos, e ocorrer queda nas taxas de juros.","preﬁxados, de médio e longo prazos, e ocorrer elevação nas taxas de juros.","pós-ﬁxados, de médio e longo prazos, e ocorrer elevação nas taxas de juros.",D,NAO,,4
242,[205307],Produtos e Investimentos,"Sobre o FIDC, analise as alternativas a seguir: I – As classes de cotas podem ser abertas ou fechadas. II – Tem sua captação de recursos tanto no varejo, quanto para investidores qualiﬁcados. III – Não podem ser constituídos como fundo de investimentos em cotas de fundos. Está correto o que se aﬁrma em:","I, apenas.","III, apenas.","I e II, apenas.","I, II e III.",C,NAO,,4
243,[205331],Produtos e Investimentos,"Uma analista de uma gestora de Fundos de Investimentos em Participação, deseja popularizar o investimento em FIPs. Para isso, opta por fazer uma oferta pública de distribuição de cotas de FIP, seguindo todos os requisitos da legislação em vigor. No momento da oferta, poderão subscrever as cotas investidores que:","aportem pelo menos R$ 25.000,00.","possuam no mínimo R$ 100.000,00 em aplicações ﬁnanceiras.","possuam no mínimo R$ 1.000.000,00 em aplicações ﬁnanceiras.",sejam qualiﬁcados. 61,C,NAO,,4
244,[205308-A],Produtos e Investimentos,"De acordo com a regulamentação vigente, os Fundos de Indice I – podem operar alavancados. II – a classe de cotas deve ser constituída em regime fechado Pode-se aﬁrmar que I e II, respectivamente, estão",correta e incorreta.,incorreta e correta.,incorreta e incorreta.,correta e correta.,D,NAO,,4
245,[304303],Produtos e Investimentos,"Um investidor deseja realizar uma aplicação de R$ 4.000.000,00 em fundo de capital protegido durante quatro meses. Esse produto, oferece ao investidor 3 opções de retorno de acordo com os seguintes cenários:","R$ 112.080,00","R$ 124.224,00","R$ 720.738,00","R$ 960.000,00",C,SIM,,4
246,[105543],Produtos e Investimentos,"Segundo a Secretaria da Receita Federal, I – as alíquotas de imposto de renda nos fundos de investimento de curto prazo, de longo prazo e de ações são diferentes em composição dos títulos de suas carteiras. II – os fundos de investimento em ações não estão sujeitos a retenção do imposto de renda denominada 'come cotas´. III – as alíquotas do imposto de renda, incidentes no resgate de recursos aplicados em fundos de investimento de curto e de longo variam em função do prazo que o investidor mantiver a aplicação. Está correto o que se aﬁrma em:","I e II, apenas.","II e III, apenas.","I e III, apenas.","I, II e III. 62",C,NAO,,4
247,[105628],Produtos e Investimentos,O apreçamento de ativos consiste em:,Marcar os preços dos títulos da carteira de um fundo de investimento pelo preço médio de mercado.,Marcar os preços dos títulos da carteira de um fundo de investimentos pelo valor transacionado no mercado.,Marcar os preços dos títulos da carteira de um fundo de investimentos pelo valor de aquisição corrigidos pelo impacto do imposto de renda.,Marcar os preços dos títulos da carteira de um fundo de investimentos pelo valor negociado no mercado descontado o impacto da inﬂação.,D,NAO,,4
248,[105629],Sistema Financeiro e Regulação,Código ANBIMA de Regulação e Melhores Práticas para Administração de Recursos de Terceiros não se aplica a:,Clubes de Investimento,FIP,Fundos fechados,Fundos exclusivos,B,NAO,,4
249,[105630],Sistema Financeiro e Regulação,"De acordo Código ANBIMA de Regulação e Melhores Práticas para Administração de Recursos de Terceiros, o Administrador Fiduciário é o responsável:",por comprar e vender ativos para o fundo.,"por decidir sobre investimentos, manutenção e desinvestimentos.",pelo processo de prevenção à lavagem de dinheiro dos ativos adquiridos pelo fundo.,"pela gestão do risco de liquidez, que deve ser feita em conjunto com o gestor de recursos.",A,NAO,,4
250,[106336],Produtos e Investimentos,"Um determinado investidor possui um plano de previdência privado e no momento de se aposentar, opta por uma renda vitalícia no valor de R$ 10.000,00 mensais. No entanto, quatro meses após começar a receber o benefício da renda vitalícia, ele vem a falecer. Sabendo que o mesmo tinha 3 herdeiros (2 ﬁlhos e esposa), podemos aﬁrmar que:",Continuará a ser paga aos três herdeiros.,Continuará a ser paga apenas para a esposa.,Continuará a ser paga apenas para os ﬁlhos.,A renda se extinguirá.,D,NAO,,4
251,[106350],Produtos e Investimentos,"Em um plano de previdência complementar aberto do tipo Vida Gerador de Benefício Livre, o participante, durante o período de diferimento (acumulação), assumirá o risco de mercado:",dos ativos que fazem parte da carteira do fundo de investimento (FIE).,do custodiante do fundo de investimento (FIE).,do administrador da carteira do fundo de investimento (FIE).,da seguradora proprietária do plano. 63,D,NAO,,4
252,[106370],Produtos e Investimentos,O valor do benefício proporcionado por um plano de previdência complementar individual tipo VGBL está diretamente ligado,à quantidade de beneﬁciários indicados no plano e data de aposentadoria escolhida.,ao valor da reserva acumulada e idade do participante.,ao regime tributário do plano e data de início das contribuições.,à data de aposentadoria pela previdência social e tipo de renda mensal escolhida.,A,NAO,,4
253,[106527],Produtos e Investimentos,"Sobre o regime tributável ou compensável dos planos de previdência complementar, é INCORRETO que","a forma de aplicação, na fase de diferimento ou acumulação, implica uma antecipação do Imposto de Renda de 15,00% na fonte, antes da apuração ﬁnal, que é feita na Declaração de Ajuste Anual para a Receita Federal no ano seguinte.","rentabilidade é renda tributável e, portanto, deve ser somada ao montante anual para efeito de compensação de tributação na Declaração de Ajuste Anual para a Receita Federal.","é conhecido, também, como progressivo e se baseia apenas na renda tributável recebida anualmente pelo participante e, na sua compensação, pode gerar restituição do Imposto de Renda.","a tributação, nas fases de diferimento ou acumulação e de recebimento ou concessão de benefício, implica uma antecipação do Imposto de Renda de 15,00% na fonte.",B,NAO,,4
254,[106610],Produtos e Investimentos,"Mônica decidiu contratar um plano de previdência complementar do tipo Vida Gerador de Benefício Livre (VGBL), com aportes mensais de R$ 2.000,00 e Tábua Biométrica BR-SEM. Seu objetivo é o de acumular o maior valor possível em 30 anos, para converter a reserva acumulada em um benefício de renda mensal vitalícia. Nesse caso, ela deverá selecionar, na fase de diferimento, um plano que possua a _________ taxa de carregamento e a _________ rentabilidade do fundo; e, na fase de concessão do benefício, o _________ percentual de reversão do excedente ﬁnanceiro. As lacunas da frase deverão ser preenchidas corretamente por:",menor; maior; menor.,menor; menor; maior.,menor; maior; maior.,maior; maior; menor.,D,NAO,,4
255,[305521],Produtos e Investimentos,"João é engenheiro civil, empregado e possui uma renda tributável no valor de R$ 287.300,00. Ele lhe informa que já contribuiu R$ 21.000,00 por ano em um plano do tipo PGBL, mas que desejar fazer uma previdência complementar a para sua ﬁlha, se beneﬁciando do diferimento ﬁscal de 12% do imposto de renda. Desta forma, você recomendaria que João ﬁzesse um:","VGBL no valor de R$ 13.476,00 em nome da sua ﬁlha.","PGBL no valor de R$ 34.476,00 em nome da sua ﬁlha.","PGBL no valor de R$ 13.476,00 em nome da sua ﬁlha.","PGBL no valor de R$ 13.476,00 em seu nome, pois é proibido fazer contribuições em nome de terceiros sem ser por doação. 64",C,NAO,,4
256,[305530],Produtos e Investimentos,"Antônio contribui para um plano de previdência completar e possuía um saldo acumulado de R$ 125.000,00 ao ﬁnal de 12 meses. Após esse período, resolveu fazer um resgate parcial de R$ 900,00 e recebeu líquido em sua conta R$ 585,00. Diante destas informações, podemos aﬁrmar que o plano que Antônio possui é:",VGBL Progressivo,PGBL Progressivo,VGBL Regressivo,PGBL Regressivo,C,NAO,,4
257,[305532],Produtos e Investimentos,"Um cliente possui R$ 100.000,00 em um VGBL progressivo, onde ele havia feito um aporte único há 3 anos. Deste valor, R$ 80.000,00 é referente a contribuição e R$ 20.000,00 de lucro. Se o cliente resgatar R$ 50.000,00, qual será o valor líquido que entrará na sua conta?","R$ 42.500,0","R$ 44.000,00","R$ 47.000,00","R$ 48.500,00",D,NAO,,4
258,[306350],"Análise, Planejamento e Gestão","Em relação a Capital Market Line (CML), podemos aﬁrmar que:",É uma evolução da fronteira eﬁciente de Markowitz ao adicionar o ativo livre de risco na composição da carteira.,É aonde localizam-se as carteiras com a maior rentabilidade possível.,"É a carteira de mercado, onde o investidor estará 100% comprado em ativos de renda varável.",É a linha onde encontram-se as carteiras de investimentos com o melhor índice de Treynor.,D,NAO,,4
259,[306352],Mercado Financeiro e Economia,"Sabendo que o ativo livre de risco está em 9% ao ano e o retorno esperado do mercado em 22% ao ano, o retorno requerido de uma ação com beta igual a um, segundo o modelo CAPM, será de:",9%,15%,22%,31% 65,A,NAO,,4
260,[306504],Produtos e Investimentos,"Um comitê de um fundo de pensão se reúne a cada 6 meses para fazer o rebalanceamento da carteira. Em janeiro de 2020, eles se reuniram e perceberam que a composição do fundo não estava de acordo com a política de investimentos. No entanto, durante a reunião, decidiram não rebalancear conforme a política de investimentos, mantendo a carteira como estava, conforme tabela abaixo:","–18,80%; – 0,82%","–18,80%; + 0,82%","–19,62%; – 0,82%","–19,62%; + 0,82%",C,SIM,,4
261,[306508],Produtos e Investimentos,"Um gestor elabora uma carteira de investimentos baseando sua decisão de alocação a partir de sua visão de longo prazo do mercado. Depois de os recursos estarem alocados em ativos ﬁnanceiros, em alguns momentos, quando o dividend yield de algumas ações se tornava atrativo, o gestor adquiria tais ações pontualmente, sem impactar no benchmark escolhido ou na alocação de longo prazo. É correto aﬁrmar que esse estilo de alocação é conhecido por:",Alocação estratégica e tática.,Gestão passiva.,Alocação Top-down.,Análise Fundamentalista.,A,NAO,,4
262,[306310],Produtos e Investimentos,"Um cliente possui todo o seu investimento na ação A. São apresentadas as ações B e C, conforme informações abaixo:",distribuir os recursos de maneira igualitária entre as 3 ações.,colocar metade dos recursos na ação B.,colocar metade dos recursos na ação C.,"manter 50% dos recursos na ação A, adicionar 25% na ação B e 25% na ação C. 66",A,SIM,,4
263,[306605],Produtos e Investimentos,Sejam os bancos abaixo e seus respectivos índices de Basileia:,X,Y,Z,W,B,SIM,,4
264,[207328],"Análise, Planejamento e Gestão",O stress test é utilizado para:,Recalcular o valor da carteira em cenários e dias normais.,"Mensurar prejuízos causados a instituição ﬁnanceira, gerados por cenários atípicos relacionados a lavagem de dinheiro e risco de imagem.",Substituir o VaR que tem caído em desuso pelas recorrentes crises que o mercado ﬁnanceiro tem passado nos últimos anos.,Calcular o prejuízo em situações de crises ou choques no mercado ﬁnanceiro que afetam o valor da carteira.,D,NAO,,4
265,[207342],Produtos e Investimentos,"Um fundo de investimento indexado a um benchmark apresentou alta volatilidade nos meses de verão e baixa volatilidade nas demais estações do ano. Dessa forma, espera-se que o VaR (Value at Risk) do fundo em uma análise dos retornos dos últimos dois anos:",superestima o VaR em todas as estações.,superestima o VaR dos verões e subestima o VaR das demais estações.,subestima o VaR dos verões e superestima o VaR das demais estações.,subestima o VaR em todas as estações. 67,D,NAO,,4
266,[306409],Produtos e Investimentos,Considerando a tabela a baixo:,I,II,III,IV,C,SIM,,4
267,[306413],"Análise, Planejamento e Gestão","Seja uma carteira com Índice de Sharpe de 1,8. Se a Taxa Livre de Risco for de 5% e o desvio-padrão do mercado for de 5%, é correto aﬁrmar que o índice M2 da carteira é de","5,00%","11,80%","14,00%","16,80%",B,NAO,,4
268,[102343],Sistema Financeiro e Regulação,"Segundo a Resolução nº 30 da CVM, os proﬁssionais que fazem recomendação de produtos de investimento para clientes devem analisar e classiﬁcar as categorias de produtos com que atuem, identiﬁcando as características que possam afetar sua adequação ao perﬁl do cliente. Dentre outras características dos produtos, devem ser analisados",os riscos associados e a existência de garantias.,o retorno esperado e o prazo de vencimento.,o retorno esperado e a existência de garantias.,os riscos associados e o prazo de vencimento.,C,NAO,,4
269,[202626],Produtos e Investimentos,"Quando um investidor mantém em carteira uma ação que caiu muito de preço e se desfaz das ações que estão tendo retorno positivo, fazendo com que a carteira seja uma verdadeira amostra de ações perdedoras, pode-se dizer que ele apresenta o viés de:",Disponibilidade.,Representatividade.,Aversão a Perda.,Excesso de Conﬁança. 68,A,NAO,,4
270,[202646],Produtos e Investimentos,Em relação às ﬁnanças comportamentais podemos aﬁrmar que: I – Os clientes tomam decisões baseadas em informações disponíveis. II – Os clientes descontam ﬂuxos de caixa das empresas para tomada decisões. Estas aﬁrmativas estão:,Correta e Correta,Correta e Incorreta,Incorreta e Correta,Incorreta e Incorreta,C,NAO,,4
271,[202651],Perfil e Comportamento do Investidor,"Nelson, além de um analista de investimento, é um crítico do chamado ""preço alvo"" e, portanto, sempre busca recomendar apenas a compra e venda, sem relacionar prováveis ganho ou preço. Nesse caso, ele tenta evitar que seus cientes incorram no viés da heurística",do framing.,da disponibilidade.,da ancoragem.,da representatividade.,B,NAO,,4
272,[202659],Produtos e Investimentos,"Aplicações em títulos hipotecados, emitidos por empresas europeias, foram oferecidas a um investidor, que decidiu não aportar recursos nesse tipo de investimento por associa-lo à recente crise de algumas economias europeias, apesar do retorno atrativo. Caso a decisão desse investidor tenha sido tomada, apenas com base neste evento recente, pode-se aﬁrmar que ele foi inﬂuenciado pela heurística da:",ancoragem.,representatividade.,ilusão do controle.,disponibilidade,C,NAO,,4
273,[307112],Produtos e Investimentos,"Um investidor prefere comprar os ativos para sua carteira, ao invés de delegar essa função a um gestor proﬁssional, pois acredita que, ao efetuar suas próprias escolhas com relação às ações que deseja comprar, elas terão maior potencial de valorização. Ao atuar dessa forma, esse investidor apresenta mais claramente o viés de:",Ilusão de controle,Disponibilidade,Excesso de Conﬁança,Ancoragem 69,D,NAO,,4
274,[307231],Sistema Financeiro e Regulação,"Gustavo, sabendo que você é um proﬁssional CFP®, lhe contrata para fazer uma alocação estratégica dos ativos da sua carteira. Após a sua reunião com o cliente, você está elaborando a Política de Investimentos e possui as seguintes informações: I – O cliente possui tolerância ao risco considerado conservadora; II – Cliente descobriu que tem um câncer terminal; III – Comitê de Política Monetária (Copom) do Banco Central (BC) anunciou, mais uma vez, novo corte de 0,25 ponto percentual na taxa básica de juros. Dentre os fatores descritos acima, para a elaboração da Política de investimentos, o proﬁssional deve considerar:","I e II, apenas.","II e III, apenas.","I e III, apenas.","I, II e III.",A,NAO,,4
275,[307235],Produtos e Investimentos,"Um cliente, pessoa física, quer efetuar uma aplicação ﬁnanceira por 7 meses. Dado um CDI de 11% a.a, TR no período em 3%, considerando que a Meta-Selic ﬁque acima de 8,5% por todo o período e as taxas apresentadas sejam constantes, qual seria a melhor escolha para esse cliente?",CDB a 95% do CDI.,LTN a 11% ao ano.,LFT a 98% do CDI.,Poupança.,A,NAO,,4
276,[307244],Produtos e Investimentos,"Um cliente investiu R$ 850.000,00 por 220 meses. Após esse período, ele tinha o valor R$ 3.813.128,00 e decidiu resgatar. Considerando um IR de 15%, o retorno líquido anual que ele teve foi de:","6,28%","12,10%","7,80%","11,90%",D,NAO,,4
277,[307274],Produtos e Investimentos,"As etapas para elaboração de um planejamento ﬁnanceiro incluem a coleta, análise e síntese. Desta forma, um proﬁssional deve: I – Consolidar as recomendações e passos de ação em um plano ﬁnanceiro. II – Determinar a tolerância do cliente ao risco de investimentos. III – Determinar o provisionamento do fundo de emergência do cliente. Podemos aﬁrmar que fazem parte da etapa conhecida como coleta:",Apenas II.,Apenas II e III.,Apenas I e II.,Nenhuma das aﬁrmações. 70,C,NAO,,4
278,[307275],Produtos e Investimentos,"Um cliente tem uma aplicação com rentabilidade de 0,80% a.m isenta de imposto de renda no banco XYZ. Certo dia, uma gerente de relacionamento de um outro banco, oferece uma aplicação com rendimento de 16% ao ano, mas com alíquota de 15%. Considerando que as aplicações possuem o mesmo risco, podemos aﬁrmar que:","Independente do valor e do prazo, o cliente deveria resgatar e realizar a aplicação no novo banco, pois terá um valor mais alto após o pagamento dos impostos.","Somente valerá a pena ﬁnanceiramente, se o cliente deixar aplicado pelo prazo mínimo de dois anos.","Para que o cliente possa tomar a devida decisão correta, deverá também analisar a inﬂação do país, assim saberá o retorno real líquido das aplicações.","O cliente não deverá realizar a troca, pois o novo investimento possui um retorno líquido menor que a aplicação atual.",A,NAO,,4
279,[307282],"Análise, Planejamento e Gestão","Um investidor de 35 anos foi recentemente promovido a gerente regional de vendas de uma empresa comercial nacional. Ele não possui dívidas de cartão de crédito, não tem empréstimos e sua casa está quitada. Ele recebe um salário anual de R$ 250.000,00 e suas despesas pessoais anuais são de R$ 100.000,00. Sua atual carteira tem R$ 1.000.000,00 em ativos ﬁnanceiros e ele deseja que esta carteira gere receitas suﬁcientes para cobrir suas despesas anuais, considerando sempre o mesmo poder de compra. Ele também aﬁrma que prefere não correr riscos elevados. Sobre a sua capacidade para correr riscos, pode-se aﬁrmar que é: • Dados: inﬂação de 3% a.a., a taxa do ativo livre de risco real de 4% a.a. e a taxa de impostos de 15% sobre os rendimentos projetados, constantes para todo o período.","alta, porque é capaz de poupar dinheiro e seu prazo de investimento é longo.","alta, pois todo investidor que não possui dívidas é capaz de tomar risco.","média, porque prefere não correr riscos elevados.","baixa, porque se diz conservador. 71 CEA: SIMULADO (05)",A,NAO,,4
280,[101189],Sistema Financeiro e Regulação,A CVM (Comissão de Valores Mobiliários),ﬁscaliza as sociedades por cotas de responsabilidade limitada negociadas em bolsa de valores.,limita as taxas de juros pagas pelas debêntures de empresas listadas no Novo Mercado da Bovespa.,"edita as normas que regulam as operações do mercado de câmbio, inclusive swaps.",protege os titulares de valores mobiliários e os investidores do mercado contra emissões irregulares de valores mobiliários.,A,NAO,,4
281,[201221],Produtos e Investimentos,"Uma recente distribuição pública de ações diferenciou-se das demais por ter sido destinada exclusivamente a ""Investidores Qualiﬁcados"". Nessa categoria, encontram- se: I – Os investidores vinculados à instituição-líder, as demais instituições participantes da oferta e à empresa emissora. II – Fundos de Pensão e Seguradoras. III – Pessoas físicas e jurídicas com investimentos ﬁnanceiros superiores a R$ 1.000.000,00 e que atestem, por escrito, a sua condição. Está correto o que se aﬁrma APENAS em:",II e III.,I e III.,III.,I e II.,D,NAO,,5
282,[102514],Sistema Financeiro e Regulação,"Uma instituição aderente ao Código ANBIMA de Regulação e Melhores Práticas para Distribuição de Produtos de Investimentos pode fazer publicidade de material técnico de Certiﬁcados Depósito Bancário (CDB), de sua emissão, para seus investidores de varejo alta renda. Quanto às regras de publicidade do Código, a área de compliance da instituição comunicou que: I – um aviso com o seguinte teor “a rentabilidade divulgada não é líquida de imposto” deve ser acrescentada caso a rentabilidade seja divulgada; II – As exigências do Código independem do meio de divulgação utilizado; III – O material deve conter o público-alvo e a tributação aplicável. Está correto o que se aﬁrma em:","I, II e III.","I e II, apenas.","I e III, apenas.","II e III, apenas. 72",A,NAO,,5
283,[102142],Ética e Compliance,"São considerados exemplos de indícios do crime de lavagem de dinheiro: I – Um cliente vende um carro por R$ 60 mil, recebendo todo o valor em espécie de uma concessionária de veículos. II – Rafael, dono de uma pequena mercearia, após um dia onde sua cidade sofreu uma forte enchente, vai ao banco e deposita R$ 2.500 em notas com mal cheiro e molhadas. III – Um cliente novo realiza seis saques de R$ 9 mil. Está correto o que se aﬁrma em:","I, apenas.","II, apenas.","I e III, apenas.","I, II e III.",A,NAO,,5
284,[102146],Sistema Financeiro e Regulação,"Certo dia, o Conselho de Segurança das Nações Unidas solicita a indisponibilidade de ativos de um cliente da instituição ﬁnanceira da qual você trabalha. Diante desta situação, a instituição ﬁnanceira deveria:","Bloquear a conta imediatamente e, posteriormente, comunicar ao BACEN, CVM Ministério da Justiça e ao COAF.","Comunicar imediatamente ao BACEN, CVM, Ministério da Justiça e ao COAF, e, posteriormente, fazer a o bloqueio da conta.","Comunicar imediatamente ao COAF e, caso o mesmo solicite, bloquear a conta.",Comunicar ao cliente e solicitar a documentação para que seja enviada ao CSNU e ao COAF.,C,NAO,,5
285,[102166],Produtos e Investimentos,"Uma sociedade Distribuidora de Títulos e Valores Mobiliários (DTVM) deverá conduzir procedimentos obrigatórios que permitam a identiﬁcação do beneﬁciário ﬁnal para clientes que sejam I – fundos exclusivos de investimento, constituído no Brasil e registrado na Comissão de Valores Mobiliários. II – sociedades seguradoras, com sede na Holanda. III – sociedades empresárias de responsabilidade limitada que atuam no setor têxtil, constituídas no Brasil. IV – instituições de pagamento emissoras de moeda eletrônica, autorizadas a funcionar pelo Banco Central do Brasil. Está correto o que se aﬁrma APENAS em",I e IV.,II e III.,II e IV.,I e III.,A,NAO,,5
286,[103141],Produtos e Investimentos,A valorização do real frente ao dólar impacta mais em qual índice?,INCC,INPC,IGP-M,IPCA 73,D,NAO,,5
